time,open,high,low,close,tick_volume,spread,real_volume
2025-12-02 15:00:00,4218.833,4219.564,4163.566,4169.426,48150,160,0
2025-12-02 16:00:00,4169.474,4190.332,4166.874,4184.688,33287,160,0
2025-12-02 17:00:00,4184.75,4197.053,4184.574,4193.841,18663,160,0
2025-12-02 18:00:00,4193.809,4196.923,4183.205,4190.805,17273,160,0
2025-12-02 19:00:00,4190.761,4200.693,4190.761,4196.52,12306,160,0
2025-12-02 20:00:00,4196.557,4212.397,4194.862,4210.179,12983,160,0
2025-12-02 21:00:00,4210.11,4211.794,4205.439,4205.886,5566,160,0
2025-12-02 23:00:00,4207.69,4216.236,4202.762,4212.876,15032,160,0
2025-12-03 00:00:00,4212.913,4213.028,4204.339,4211.844,14430,160,0
2025-12-03 01:00:00,4211.873,4221.109,4211.556,4214.424,22043,160,0
2025-12-03 02:00:00,4214.376,4228.936,4214.103,4226.569,15463,160,0
2025-12-03 03:00:00,4226.615,4227.566,4220.092,4221.244,10189,160,0
2025-12-03 04:00:00,4221.2,4225.428,4217.285,4222.344,7496,160,0
2025-12-03 05:00:00,4222.287,4223.992,4203.227,4207.842,20247,160,0
2025-12-03 06:00:00,4207.782,4211.848,4204.707,4208.176,17170,160,0
2025-12-03 07:00:00,4208.216,4210.195,4199.985,4206.453,14837,160,0
2025-12-03 08:00:00,4206.5,4210.335,4203.746,4206.42,14251,160,0
2025-12-03 09:00:00,4206.449,4207.532,4196.979,4202.038,12703,160,0
2025-12-03 10:00:00,4201.996,4204.853,4194.48,4200.539,13238,160,0
2025-12-03 11:00:00,4200.497,4209.241,4196.981,4208.564,10422,160,0
2025-12-03 12:00:00,4208.537,4214.306,4205.121,4213.546,11253,160,0
2025-12-03 13:00:00,4213.578,4238.818,4211.353,4237.229,23318,160,0
2025-12-03 14:00:00,4237.256,4241.579,4205.111,4212.529,47766,160,0
2025-12-03 15:00:00,4212.56,4229.466,4206.145,4216.342,28004,160,0
2025-12-03 16:00:00,4216.307,4224.964,4195.758,4200.811,27554,160,0
2025-12-03 17:00:00,4200.714,4215.503,4200.24,4211.018,19076,160,0
2025-12-03 18:00:00,4211.079,4211.538,4195.225,4196.986,20672,160,0
2025-12-03 19:00:00,4197.017,4209.997,4196.965,4207.944,11589,160,0
2025-12-03 20:00:00,4207.83,4212.701,4203.601,4206.143,10725,160,0
2025-12-03 21:00:00,4206.111,4210.197,4202.716,4202.718,7191,160,0
2025-12-03 23:00:00,4205.117,4209.005,4202.395,4207.165,7924,160,0
2025-12-04 00:00:00,4207.102,4215.847,4204.274,4211.66,10040,160,0
2025-12-04 01:00:00,4211.605,4216.817,4205.834,4209.143,19445,160,0
2025-12-04 02:00:00,4209.177,4209.177,4198.882,4200.487,15459,160,0
2025-12-04 03:00:00,4200.508,4201.642,4187.241,4195.851,15878,160,0
2025-12-04 04:00:00,4195.765,4199.101,4192.764,4197.017,8350,160,0
2025-12-04 05:00:00,4196.959,4199.049,4174.868,4181.003,20649,160,0
2025-12-04 06:00:00,4181.103,4190.232,4178.526,4190.118,20514,160,0
2025-12-04 07:00:00,4190.099,4194.988,4186.434,4193.744,13201,160,0
2025-12-04 08:00:00,4193.713,4196.387,4184.733,4184.756,16323,160,0
2025-12-04 09:00:00,4184.798,4202.363,4183.686,4199.883,14599,160,0
2025-12-04 10:00:00,4199.84,4202.687,4196.63,4197.31,10705,160,0
2025-12-04 11:00:00,4197.285,4206.522,4197.211,4198.652,10193,160,0
2025-12-04 12:00:00,4198.625,4201.793,4188.716,4190.506,13849,160,0
2025-12-04 13:00:00,4190.466,4198.351,4185.475,4198.229,22599,160,0
2025-12-04 14:00:00,4198.271,4213.586,4193.633,4201.434,32639,160,0
2025-12-04 15:00:00,4201.381,4210.294,4191.287,4207.52,28139,160,0
2025-12-04 16:00:00,4207.493,4219.486,4206.674,4215.711,19399,160,0
2025-12-04 17:00:00,4215.813,4217.58,4208.995,4216.473,12740,160,0
2025-12-04 18:00:00,4216.448,4217.42,4207.369,4207.96,12864,160,0
2025-12-04 19:00:00,4207.935,4210.186,4199.599,4208.939,14467,160,0
2025-12-04 20:00:00,4208.921,4210.381,4205.441,4209.862,9169,160,0
2025-12-04 21:00:00,4209.828,4210.32,4207.963,4208.601,3897,160,0
2025-12-04 23:00:00,4208.515,4209.826,4203.865,4206.079,7968,160,0
2025-12-05 00:00:00,4206.077,4210.526,4201.195,4201.681,9066,160,0
2025-12-05 01:00:00,4201.672,4204.425,4194.824,4203.036,16234,160,0
2025-12-05 02:00:00,4203.012,4208.356,4196.713,4207.306,12408,160,0
2025-12-05 03:00:00,4207.33,4210.979,4201.826,4209.557,10498,160,0
